,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Primary Property Type - Self Selected,Largest Property Use Type (ft²),2nd Largest Property Use (ft²),3rd Largest Property Use Type (ft²),Total area (ft²),Site Gas (kBtu/ft²),Electricity Use Grid Purchase (kBtu),ENERGY STAR Score,Property Id,Electricity Use - Grid Purchase (kBtu),Electricity Use Area (kBtu/ft²),GHG Emissions Area (Metric Tons CO2e/ft²),Water use Area (kgal/ft²),Code Property Type
1075,2003,1,100,120.2,4742030.8,51743.9,942742.0,559.6,251.9,307.8,67038.0,3124.1,46.6,229.6,Multifamily Housing,58044.0,8994.0,0.0,67038.0,70.73645991825532,3316308.9,4,2682446,3316308.9,49.469090664995974,0.008347504400489276,0.04660192726513321,0
1076,1983,1,100,57.6,1831394.0,20310.4,297685.9,194.5,97.3,97.3,50000.0,2565.8,51.32,104.3,Multifamily Housing,50000.0,0.0,0.0,50000.0,36.62788,1048125.3,62,5979503,1048125.3,20.962506,0.00389,0.051316,0
1077,1942,1,100,66.7,310585.0,2830.9,227651.1,305.1,230.9,74.1,59300.0,1440.7,24.3,96.3,Multifamily Housing,59300.0,0.0,0.0,59300.0,5.23752107925801,798711.6,83,2704398,798711.6,13.468998313659359,0.005145025295109612,0.024295109612141652,0
1078,2006,1,100,60.2,4095411.6,47195.9,2636730.7,1062.7,217.5,845.1,219376.0,8323.6,37.94,150.0,Multifamily Housing,206586.0,12790.0,0.0,219376.0,18.668457807599736,9107166.1,33,2704890,9107166.1,41.51395822697104,0.004844194442418496,0.037942163226606374,0
1079,1916,1,100,18.8,228717.5,2287.2,343410.3,123.6,12.1,111.5,76024.0,4886.7,64.28,52.8,Multifamily Housing,76024.0,0.0,0.0,76024.0,3.0084907397663896,1201439.5,100,2688584,1201439.5,15.803423918762496,0.001625802378196359,0.06427838577291381,0
1080,1929,1,100,63.4,3850599.9,42615.1,53424.0,221.4,204.5,16.9,63617.0,3461.6,54.41,72.6,Multifamily Housing,63617.0,0.0,0.0,63617.0,60.527844758476505,182282.7,99,5832662,182282.7,2.8653143027807033,0.0034802018328434223,0.054413128566263735,0
1081,1955,1,100,61.9,255700.0,2589.4,726801.0,577.6,13.6,564.0,124807.0,0.0,0.0,114.0,Multifamily Housing,118007.0,6800.0,0.0,124807.0,2.0487632905205637,2564854.1,74,4946172,2564854.1,20.550562869069843,0.004627945547925998,0.0,0
1082,1963,1,100,91.9,0.0,0.0,1135428.3,1122.4,0.0,1122.4,167200.0,0.0,0.0,155.4,Multifamily Housing,167200.0,0.0,0.0,167200.0,0.0,3874082.0,13,4039177,3874082.0,23.170346889952153,0.006712918660287082,0.0,0
1083,1971,1,0,71.0,6128452.8,61284.5,1296585.2,852.1,424.5,427.6,168555.0,4872.8,28.67,130.9,Multifamily Housing,168555.0,1408.0,0.0,169963.0,36.05757017703853,4607865.1,45,4045655,4607865.1,27.11098945064514,0.005013444102539965,0.028669769302730595,0
1084,2013,1,100,79.6,2508087.7,25080.9,974343.8,441.7,133.2,308.5,73284.0,0.0,0.0,178.4,Multifamily Housing,73284.0,0.0,0.0,73284.0,34.224219474919494,3324461.3,13,4947874,3324461.3,45.364080836198895,0.006027236504557611,0.0,0
1085,1963,1,100,86.8,0.0,0.0,14067045.4,7353.6,0.0,7353.6,1056389.0,0.0,0.0,192.4,Office,677630.0,378759.0,0.0,1056389.0,0.0,47996764.6,81,1472193,47996764.6,45.43474477678204,0.006961072105067357,0.0,1
1086,1988,1,100,101.8,0.0,0.0,2276038.8,1592.9,0.0,1592.9,204425.0,0.0,0.0,198.4,Multifamily Housing,204425.0,0.0,0.0,204425.0,0.0,8014187.4,8,4921987,8014187.4,39.20355827320533,0.007792099792099792,0.0,0
1087,1961,1,100,128.6,263500.0,2635.0,1151107.3,1017.1,14.0,1003.1,106852.0,9092.7,85.1,228.6,Residence Hall/Dormitory,106852.0,0.0,0.0,106852.0,2.466027776737918,4094399.9,29,2617519,4094399.9,38.31842080634897,0.009518773630816456,0.08509620783887996,4
1088,1964,1,100,47.7,0.0,0.0,2189182.3,693.2,0.0,693.2,156684.0,1587.4,10.13,149.7,Medical Office,156684.0,0.0,0.0,156684.0,0.0,7469490.9,83,2630774,7469490.9,47.67232710423528,0.004424191366061627,0.010131219524648337,10
1089,1951,1,100,69.9,186093.7,1860.9,841962.7,752.6,9.9,742.7,146248.0,0.0,0.0,122.0,Multifamily Housing,146248.0,0.0,0.0,146248.0,1.2724529566216292,2872776.9,70,3103135,2872776.9,19.643187599146653,0.005146053279361086,0.0,0
1090,1931,1,100,98.7,972420.5,9872.6,1408957.7,1360.8,51.6,1309.1,189616.0,13279.1,70.03,168.5,Multifamily Housing,189616.0,0.0,0.0,189616.0,5.128367331870728,4942214.5,7,4939800,4942214.5,26.064332651253057,0.007176609568812758,0.07003153742300228,0
1091,1968,1,100,46.0,2783594.7,0.0,0.0,295.3,147.9,147.5,95083.0,5311.2,55.86,83.2,Multifamily Housing,95083.0,0.0,0.0,95083.0,29.275419370444773,1588946.5,99,4044718,1588946.5,16.7111523616209,0.003105707644899719,0.05585856567420043,0
1092,2002,1,100,80.3,9824500.2,98245.0,845652.5,790.4,521.8,268.6,158340.0,0.0,0.0,122.5,Multifamily Housing,158340.0,0.0,0.0,158340.0,62.04686244789693,2894392.6,60,4845777,2894392.6,18.279604648225337,0.004991789819376026,0.0,0
1093,1965,1,100,101.3,226266.0,2262.7,1446757.1,1167.2,12.0,1155.2,153801.0,10574.6,68.76,186.3,Multifamily Housing,153801.0,0.0,0.0,153801.0,1.4711607856906002,5131581.5,15,2800401,5131581.5,33.365072398749035,0.007589027379535894,0.06875507961586726,0
1094,1906,1,100,56.0,6229900.2,68015.2,918423.3,631.1,330.9,300.2,169000.0,6485.8,38.38,98.8,Multifamily Housing,161000.0,8000.0,0.0,169000.0,36.86331479289941,3234514.6,93,2745638,3234514.6,19.139139644970413,0.003734319526627219,0.03837751479289941,0
1095,1910,1,100,115.5,5234473.8,52344.7,2273141.3,1009.9,278.0,731.9,113605.0,3957.2,34.83,266.4,Multifamily Housing,107570.0,6035.0,0.0,113605.0,46.0760864398574,7886426.3,1,3111749,7886426.3,69.41971128031336,0.008889573522292152,0.03483297390079662,0
1096,1964,1,100,102.7,29252516.2,281543.6,2303036.1,2414.5,1671.6,743.0,378210.0,16805.6,44.43,151.9,Multifamily Housing,378210.0,0.0,0.0,378210.0,77.34463975040322,8006247.6,33,4038853,8006247.6,21.16878876814468,0.006384019460088311,0.04443457338515639,0
1097,1970,2,100,94.5,2002613.2,20300.3,3322682.0,3207.5,106.4,3101.1,466658.0,0.0,0.0,161.3,Multifamily Housing,455358.0,6000.0,5300.0,466658.0,4.291393697311522,11644917.8,30,2810882,11644917.8,24.953858714518987,0.006873341933493051,0.0,0
1098,2000,1,100,72.1,2787700.1,30835.2,1056867.3,491.7,148.1,343.6,90000.0,4025.8,44.73,161.7,Multifamily Housing,90000.0,0.0,0.0,90000.0,30.97444555555556,3703040.3,10,2689263,3703040.3,41.14489222222222,0.005463333333333333,0.04473111111111111,0
1099,1972,1,100,107.4,1488083.7,15025.4,1276317.9,1056.8,79.0,977.7,134207.0,10840.8,80.78,192.8,Multifamily Housing,128368.0,3074.0,2765.0,134207.0,11.087973801664592,4520900.0,4,2810880,4520900.0,33.68602233862615,0.007874402974509526,0.0807767106037688,0
1100,2001,1,100,90.5,2457100.8,28271.6,1150422.3,498.6,130.5,368.1,71000.0,1430.2,20.14,211.8,K-12 School,71000.0,0.0,0.0,71000.0,34.60705352112676,3966409.6,34,2674246,3966409.6,55.86492394366197,0.007022535211267606,0.020143661971830987,5
1101,1956,1,100,106.8,5453629.0,60199.8,530991.6,464.0,289.7,174.3,68680.0,4513.7,65.72,169.3,Multifamily Housing,68680.0,13736.0,0.0,82416.0,66.1719690351388,1878321.6,59,4389988,1878321.6,22.790739662201517,0.005629974762182101,0.05476727819840808,0
1102,1950,1,100,70.5,143300.0,1433.0,3008764.7,1293.9,7.6,1286.3,217466.0,0.0,0.0,178.5,Residence Hall/Dormitory,132670.0,84796.0,0.0,217466.0,0.6589535835486927,10524297.2,77,2977586,10524297.2,48.39513855039408,0.0059498956158663885,0.0,4
1103,1974,1,95,57.2,6781390.2,70537.7,4288739.0,1674.4,360.2,1314.3,366200.0,15333.6,41.87,140.9,Multifamily Housing,297326.0,63466.0,5408.0,366200.0,18.51826925177499,14162247.8,62,4410426,14162247.8,38.67353304205353,0.004572364827962862,0.04187220098306936,0
1104,2009,1,100,88.5,3142964.5,34564.3,2174842.6,857.4,166.9,690.4,136009.0,7330.9,61.34,223.1,Multifamily Housing,119517.0,0.0,0.0,119517.0,26.297217132290804,7440209.1,1,4039178,7440209.1,62.25230803986044,0.007173874846256181,0.06133771764686195,0
1105,1941,1,100,74.3,74694.1,746.9,504524.3,471.9,308.8,163.1,80000.0,3364.0,42.05,121.8,Multifamily Housing,80000.0,0.0,0.0,80000.0,0.9336762500000001,1757456.9,78,5860566,1757456.9,21.96821125,0.0058987499999999995,0.04205,0
1106,1989,1,100,96.3,16822244.2,172288.0,6884639.0,6230.3,893.5,5336.8,911856.0,4701.8,5.16,163.3,Multifamily Housing,830423.0,68433.0,13000.0,911856.0,18.448356100085977,23713654.1,27,4398356,23713654.1,26.005919904019933,0.006832548121633241,0.005156296608236389,0
1107,1980,1,100,58.7,851871.4,8518.7,2648947.9,2294.2,1412.3,881.9,490635.0,0.0,0.0,100.6,Multifamily Housing,490635.0,0.0,0.0,490635.0,1.7362630061043343,9503455.2,96,2790308,9503455.2,19.36970497416613,0.004675981126499332,0.0,0
1108,2002,1,100,98.2,20507741.3,221396.1,2191809.9,1807.4,1089.3,718.2,287584.0,14233.9,49.49,159.4,Multifamily Housing,273234.0,12000.0,9750.0,294984.0,69.52153777832018,7738960.6,13,2814882,7738960.6,26.235187671195725,0.006127111978954791,0.04825312559325252,0
1109,1928,1,100,111.7,108600.0,1287.9,13110010.6,4186.4,5.8,4180.7,404375.0,0.0,0.0,350.1,Medical Office,404375.0,0.0,0.0,404375.0,0.2685625965996909,45050491.3,48,4343413,45050491.3,111.40770646058732,0.01035276661514683,0.0,10
1110,1926,1,100,106.8,887769.5,8877.7,1172384.5,688.5,304.6,384.0,79050.0,6763.8,85.56,219.8,Office,64050.0,10800.0,4200.0,79050.0,11.230480708412397,4137724.8,50,2637424,4137724.8,52.343134724857684,0.008709677419354838,0.08556356736242884,1
1111,1924,1,65,59.4,2032799.8,17977.2,8985868.6,3541.5,108.0,3433.5,695437.0,0.0,0.0,158.1,Office,633439.0,46268.0,15730.0,695437.0,2.9230538495938525,31246153.0,84,3061132,31246153.0,44.9302424231095,0.005092481418158654,0.0,1
1112,1913,1,90,15.5,0.0,0.0,1603058.1,507.6,0.0,507.6,352672.0,3961.1,11.23,48.7,Office,352672.0,0.0,0.0,352672.0,0.0,5469634.8,100,4947679,5469634.8,15.509126894111242,0.0014392977043825425,0.011231682696669994,1
1113,1958,1,100,72.4,0.0,0.0,9444565.1,3936.4,0.0,3936.4,639459.0,0.0,0.0,185.9,Office,639459.0,0.0,0.0,639459.0,0.0,32613717.8,85,2782132,32613717.8,51.00204673012656,0.0061558285988624764,0.0,1
1114,1918,1,40,27.9,0.0,0.0,1889885.9,598.4,0.0,598.4,230972.0,4434.1,19.2,87.7,Office,230972.0,0.0,0.0,230972.0,0.0,6448291.5,97,4098176,6448291.5,27.918065826160746,0.0025907902256550575,0.01919756507282268,1
1115,1972,1,85,119.9,0.0,0.0,23686417.2,11830.9,0.0,11830.9,1216578.0,0.0,0.0,273.5,Office,921063.0,266215.0,29300.0,1216578.0,0.0,81180122.9,49,4624800,81180122.9,66.72825162052906,0.009724736104055802,0.0,1
1116,2014,1,95,127.0,6318809.6,68249.6,2613784.6,1163.2,335.6,827.6,120000.0,11063.9,92.2,288.6,Hotel,120000.0,0.0,0.0,120000.0,52.65674666666666,8918234.2,24,4734699,8918234.2,74.31861833333333,0.009693333333333333,0.09219916666666667,2
1117,1999,1,100,87.9,23294956.9,253919.0,30120411.6,11751.3,1237.3,10514.0,1601977.0,0.0,0.0,227.8,Office,1539113.0,62864.0,0.0,1601977.0,14.541380369381082,102770856.8,61,11809,102770856.8,64.15251704612488,0.0073354985745737915,0.0,1
1118,1972,1,100,138.4,2342196.8,23422.0,12653563.9,5786.1,124.4,5661.6,508344.0,12476.9,24.54,331.3,Office,411534.0,82098.0,9661.0,503293.0,4.653744041741093,43453701.3,21,2681180,43453701.3,86.33877542505061,0.011496484155352846,0.024790529572237246,1
1119,1902,1,80,79.1,5422287.0,52571.7,2372046.6,1048.5,288.0,760.5,172065.0,0.0,0.0,182.6,Multifamily Housing,172065.0,0.0,0.0,172065.0,31.513015430215326,8194861.4,4,4351763,8194861.4,47.62654461976579,0.006093627408246883,0.0,0
1120,1905,1,100,154.2,0.0,0.0,3352982.3,1079.2,0.0,1079.2,75421.0,5966.9,79.12,484.2,Hotel,75421.0,0.0,0.0,75421.0,0.0,11629665.6,1,5847192,11629665.6,154.196650800175,0.014309012078863977,0.07911457021254027,2
1121,1990,1,90,69.2,1856800.0,18568.0,5839689.3,2669.7,98.6,2571.1,471985.0,42255.9,89.53,164.4,Hotel,471985.0,0.0,0.0,471985.0,3.934023327012511,19925022.2,65,4400086,19925022.2,42.21537167494729,0.005656323823850334,0.08952805703571089,2
1122,1999,1,90,88.8,0.0,0.0,963199.9,588.1,0.0,588.1,85000.0,2366.8,27.84,181.8,Hotel,85000.0,0.0,0.0,85000.0,0.0,3286438.5,35,4400090,3286438.5,38.663982352941176,0.006918823529411765,0.027844705882352945,2
1123,1894,1,100,188.4,6075893.3,61626.6,2863878.0,1562.5,642.3,920.2,107745.0,14633.0,135.81,388.6,Multifamily Housing,95287.0,8358.0,4100.0,107745.0,56.39141769919718,9915829.2,1,4389732,9915829.2,92.03052763469302,0.014501833031695206,0.13581140656178942,0
1124,1982,1,95,74.4,0.0,0.0,12570717.2,4535.9,0.0,4535.9,686838.0,0.0,0.0,211.5,Office,680759.0,6079.0,0.0,686838.0,0.0,43236902.8,79,7365,43236902.8,62.95065619549297,0.006604031809538785,0.0,1
1125,1988,1,100,44.7,0.0,0.0,3772603.4,1518.6,0.0,1518.6,426056.0,7991.4,20.12,116.5,Office,391742.0,9782.0,5446.0,406970.0,0.0,12872124.3,98,2712453,12872124.3,31.629172420571543,0.0037314789787945054,0.019636336830724622,1
1126,2000,1,100,84.0,3348999.6,33490.0,1421186.8,638.9,177.9,461.0,99024.0,3840.7,38.79,193.1,Office,93260.0,5764.0,0.0,99024.0,33.820079980610764,4968209.9,58,5861024,4968209.9,50.17177552916465,0.006451971239295524,0.03878554693811601,1
1127,1926,1,90,167.5,0.0,0.0,1058789.4,736.0,0.0,736.0,57520.0,7791.7,135.46,324.4,Hotel,57520.0,0.0,0.0,57520.0,0.0,3652205.1,9,4372242,3652205.1,63.494525382475665,0.012795549374130737,0.1354607093184979,2
1128,1992,1,100,78.2,0.0,0.0,19541411.4,6961.3,15.4,6946.0,997901.0,10043.3,10.06,224.8,Office,997901.0,0.0,0.0,997901.0,0.0,67371334.6,78,1513221,67371334.6,67.51304448036427,0.0069759425033144576,0.010064425228554736,1
1129,1913,1,100,77.3,1029300.0,10293.0,4566715.2,1888.8,418.1,1470.7,281862.0,5714.5,20.27,197.9,Office,231862.0,50000.0,0.0,281862.0,3.651787044724014,15847693.0,73,2652757,15847693.0,56.2250072730627,0.006701151627392128,0.0202741057680709,1
1130,1989,1,95,62.2,374132.2,3741.3,6909711.1,3004.5,19.9,2984.6,577534.0,0.0,0.0,153.9,Financial Office,577534.0,0.0,0.0,577534.0,0.6478098259150111,23575937.0,89,8604,23575937.0,40.82172997607067,0.005202291120522774,0.0,13
1131,1970,1,100,117.4,2307800.0,24163.6,19450734.2,9836.2,122.6,9713.6,1041308.0,22042.1,21.17,264.3,Office,672763.0,349917.0,11100.0,1033780.0,2.2323898701851457,66365913.2,75,2712407,66365913.2,64.19732747779992,0.009514790380932114,0.02132184797539128,1
1132,1902,1,100,85.4,3304899.7,35725.4,676739.4,393.1,175.5,217.5,66182.0,7010.9,105.93,163.6,Multifamily Housing,66182.0,0.0,0.0,66182.0,49.93653410292829,2343900.7,9,2689296,2343900.7,35.41598470883322,0.0059396814843915265,0.10593363754495179,0
1133,1990,1,100,102.0,1424681.7,14246.8,5453767.2,3391.4,75.7,3315.7,429900.0,4359.3,10.14,207.3,Hotel,429900.0,0.0,0.0,429900.0,3.313983949755757,18875684.1,42,2811107,18875684.1,43.907150732728546,0.007888811351477088,0.01014026517794836,2
1134,1916,1,100,51.4,0.0,0.0,1883144.4,780.5,0.0,780.5,178208.0,0.0,0.0,132.8,Office,178208.0,0.0,0.0,178208.0,0.0,6529133.8,91,2811093,6529133.8,36.63771435625785,0.004379713593104686,0.0,1
1135,1970,1,90,84.6,1688027.2,16880.3,41779081.6,18351.3,89.7,18261.7,2595037.0,0.0,0.0,208.9,Office,1625892.0,943990.0,18210.0,2588092.0,0.65222843701074,143666946.6,75,3478248,143666946.6,55.510757191011756,0.0070906675651406514,0.0,1
1136,1962,1,100,95.2,8904000.1,89040.0,15318204.3,6589.7,472.9,6116.7,842394.0,35696.5,42.38,233.2,Office,803125.0,39269.0,0.0,842394.0,10.569875972525919,52290321.0,58,5867578,52290321.0,62.07347274553238,0.007822586580626168,0.04237506439979392,1
1137,1990,1,100,123.0,86688397.9,917747.0,16369172.4,9860.0,4604.4,5255.5,1165000.0,74652.0,64.08,230.8,Hotel,1165000.0,60000.0,0.0,1225000.0,70.76603910204082,56632926.7,36,1483343,56632926.7,46.230960571428575,0.008048979591836735,0.060940408163265306,2
1138,1963,1,100,122.4,82927866.0,829278.7,22006139.5,17383.4,4404.7,12978.7,2030387.0,34521.4,17.0,212.7,Office,2011890.0,18349.0,2049.0,2032288.0,40.805174266639376,75084957.1,72,1677104,75084957.1,36.9460219712954,0.008553610511895952,0.016986470421515062,1
1139,1989,1,100,64.1,1875248.4,18752.5,12985417.1,4982.9,99.6,4883.3,898743.0,14478.6,16.11,173.5,Office,816757.0,69019.0,12967.0,898743.0,2.0865235111706015,44887005.0,85,1578383,44887005.0,49.94420540688495,0.005544299093289183,0.016109833400649573,1
1140,1911,1,100,111.9,2593694.9,25936.9,792597.2,822.2,564.7,257.5,98606.0,0.0,0.0,174.0,Multifamily Housing,98606.0,0.0,0.0,98606.0,26.303621483479706,2774692.4,12,2705491,2774692.4,28.139184228140273,0.008338234995842039,0.0,0
1141,1963,2,100,164.1,105846880.0,1058468.8,15061864.0,16590.7,5622.0,10968.6,1523020.0,0.0,0.0,254.3,Hotel,1523020.0,100550.0,0.0,1623570.0,65.19391218118098,53041834.0,39,2781043,53041834.0,32.66987810811976,0.010218653953941007,0.0,2
1142,1923,1,100,98.8,5676239.5,61716.8,785778.8,557.0,301.5,255.6,85309.0,0.0,0.0,171.2,Multifamily Housing,79309.0,6000.0,0.0,85309.0,66.53740519757586,2753831.4,18,2771469,2753831.4,32.280666752628676,0.006529205593782602,0.0,0
1143,1969,1,100,139.3,0.0,0.0,44031276.0,21250.8,0.0,21250.8,1866766.0,80018.8,42.86,324.2,Office,1832312.0,34454.0,0.0,1866766.0,0.0,150997914.2,38,1470683,150997914.2,80.88743538290284,0.011383751364659522,0.04286493325890872,1
1144,1929,1,100,94.2,46100.0,461.0,1123534.5,566.3,209.3,357.0,70478.0,9572.1,135.82,211.4,Hotel,70478.0,0.0,0.0,70478.0,0.6541048270382247,3846688.6,21,4020137,3846688.6,54.579990919152074,0.008035131530406652,0.1358168506484293,2
1145,1906,1,70,100.8,1436184.9,14361.8,1309776.7,1241.4,817.9,423.5,158617.0,0.0,0.0,163.5,Multifamily Housing,158617.0,0.0,0.0,158617.0,9.054419765851074,4563268.8,50,4040013,4563268.8,28.76910293348128,0.007826399440160892,0.0,0
1146,1911,2,100,162.7,6502770.8,65027.7,3256089.5,3228.4,2166.6,1061.8,258920.0,0.0,0.0,259.5,Hotel,258230.0,690.0,0.0,258920.0,25.114980689015912,11441991.6,30,2926719,11441991.6,44.1912235439518,0.012468716205777847,0.0,2
1147,1921,1,100,131.7,346184.4,3461.8,575938.2,654.5,462.2,192.3,63100.0,25044.3,396.9,203.2,Hotel,63100.0,0.0,0.0,63100.0,5.486282091917592,2071917.8,26,2959005,2071917.8,32.83546434231379,0.01037242472266244,0.3968985736925515,2
1148,1989,1,100,60.2,0.0,0.0,8872702.7,3093.6,0.0,3093.6,571246.0,23148.4,40.52,176.3,Office,571246.0,0.0,0.0,571246.0,0.0,30615228.2,90,2290685,30615228.2,53.59377256033302,0.005415530261918683,0.04052264698571194,1
1149,1925,1,100,76.4,0.0,0.0,1213630.9,777.3,386.4,390.9,123265.0,8699.7,70.58,150.0,Multifamily Housing,91500.0,21300.0,5300.0,118100.0,0.0,4212255.5,32,2674055,4212255.5,35.66685436071126,0.006581710414902625,0.07366384419983066,0
1150,1988,1,100,59.7,0.0,0.0,0.0,1967.9,0.0,1967.9,373640.0,0.0,0.0,167.4,Office,369742.0,2063.0,1835.0,373640.0,0.0,18442777.9,87,1407884,18442777.9,49.35975243549941,0.005266834386040039,0.0,1
1151,1939,1,100,184.3,5276950.4,52769.5,6342756.9,7730.8,5689.2,2041.5,537719.0,44891.3,83.48,273.7,Hotel,537719.0,0.0,0.0,537719.0,9.813583674744617,21999252.4,21,4037700,21999252.4,40.91217234280358,0.014377025918741945,0.0834846825200523,2
1152,1961,1,100,80.7,12074715.1,120747.2,1823281.2,2020.9,641.3,1379.6,375986.0,16771.3,44.61,124.8,Multifamily Housing,350000.0,54000.0,25986.0,429986.0,28.081647076881573,6346783.5,75,2694259,6346783.5,14.760442200443736,0.004699920462526687,0.039004293163033214,0
1153,1908,1,100,68.3,0.0,0.0,523156.9,458.8,292.6,166.2,83104.0,1959.4,23.58,114.9,Office,45204.0,37900.0,0.0,83104.0,0.0,1791118.8,84,2705550,1791118.8,21.552738737004237,0.005520793222949558,0.023577685791297653,1
1154,1908,1,100,56.5,0.0,0.0,1448690.8,458.7,0.0,458.7,87438.0,4675.9,53.48,177.5,Office,87438.0,0.0,0.0,87438.0,0.0,4942933.5,72,4409994,4942933.5,56.53072462773623,0.0052460028820421325,0.0534767492394611,1
1155,1986,1,100,70.2,684000.0,6840.0,8223567.6,3723.6,36.3,3687.3,640396.0,0.0,0.0,170.0,Multifamily Housing,636916.0,3000.0,480.0,640396.0,1.0680891198570883,28355069.6,3,2669628,28355069.6,44.277399608991935,0.0058145272612570974,0.0,0
1156,1926,1,100,76.4,0.0,0.0,1602517.4,724.5,0.0,724.5,113707.0,0.0,0.0,187.2,Office,103707.0,10000.0,0.0,113707.0,0.0,5594182.5,68,2710362,5594182.5,49.19822438372308,0.006371639388955825,0.0,1
1157,1924,1,100,99.9,4168781.3,42724.1,1442219.4,1089.9,633.2,456.7,146585.0,10431.8,71.17,173.5,Hotel,131671.0,14914.0,0.0,146585.0,28.43934440768155,4920853.2,34,3965416,4920853.2,33.56996418460279,0.007435276460756558,0.07116553535491353,2
1158,1907,1,100,88.0,1112281.8,11122.8,1199768.2,992.7,601.9,390.8,143562.0,5949.3,41.44,151.7,Multifamily Housing,132078.0,11484.0,0.0,143562.0,7.747745225059557,4210866.4,9,2659441,4210866.4,29.331343948955855,0.00691478246332595,0.04144063192209638,0
1159,1991,1,100,76.2,237584.8,2405.2,1462781.5,516.4,12.6,503.8,76635.0,0.0,0.0,217.4,Office,69437.0,3619.0,3579.0,76635.0,3.1002126965485743,4991011.1,59,5007538,4991011.1,65.12704508383898,0.006738435440725517,0.0,1
1160,1926,1,100,83.1,105409.0,1114.2,1361466.5,818.8,5.6,813.2,126200.0,0.0,0.0,172.0,Multifamily Housing,126200.0,0.0,0.0,126200.0,0.8352535657686212,4706575.0,18,4404709,4706575.0,37.294572107765454,0.006488114104595879,0.0,0
1161,2013,1,100,129.1,2510978.8,25109.8,14009666.0,7299.6,133.4,7166.3,702619.0,0.0,0.0,291.5,Multifamily Housing,437241.0,259966.0,15587.0,712794.0,3.5227271834499168,49603475.7,2,4929285,49603475.7,69.59019814981608,0.010240826942987736,0.0,0
1162,1900,1,100,93.2,4928110.7,53709.9,517477.9,434.1,266.9,167.2,72923.0,4597.5,63.05,149.5,Multifamily Housing,68423.0,2250.0,2250.0,72923.0,67.57964839625359,1802169.4,59,4389694,1802169.4,24.71331952881807,0.005952854380648081,0.06304595258011876,0
1163,1926,1,100,88.7,49943.3,515.2,2366927.6,1053.8,2.7,1051.2,142283.0,0.0,0.0,218.2,Multifamily Housing,142283.0,0.0,0.0,142283.0,0.3510138245609103,8190742.7,1,4038139,8190742.7,57.56655890021999,0.007406366185700329,0.0,0
1164,2012,1,100,102.2,46488600.3,493496.5,7930035.0,5015.7,2469.2,2546.5,723209.0,52577.0,72.7,186.6,Hotel,723209.0,0.0,0.0,723209.0,64.28100355498894,27440952.1,1,4175569,27440952.1,37.943322193169614,0.0069353395768028325,0.07269959306369252,2
1165,1930,1,100,61.1,306100.0,3061.0,3087323.2,2187.9,16.3,2171.7,469910.0,0.0,0.0,117.9,Multifamily Housing,469910.0,0.0,0.0,469910.0,0.65140133216999,10780544.5,52,2614200,10780544.5,22.941721819071738,0.004655997957055607,0.0,0
1166,1950,1,100,117.3,7880409.7,81515.8,807688.3,679.1,418.6,260.5,91153.0,4614.7,50.63,187.5,Multifamily Housing,83299.0,7854.0,4981.0,96134.0,81.9731801443818,2807577.8,10,2790739,2807577.8,29.20483699835646,0.0070640980298333576,0.04800278777539684,0
1167,1918,1,100,74.6,502105.0,4835.9,720023.2,560.4,26.7,533.7,100840.0,0.0,0.0,138.2,Multifamily Housing,100840.0,0.0,0.0,100840.0,4.9792245140817135,2560177.6,48,2614199,2560177.6,25.388512495041653,0.0055573185243950815,0.0,0
1168,1923,1,100,86.5,1467378.2,14807.7,5627809.3,2327.5,77.9,2249.6,319219.0,13.7,0.04,221.5,Office,319219.0,0.0,0.0,319219.0,4.596775881134895,19478398.5,67,2772636,19478398.5,61.01891961318092,0.007291232664722338,4.2917244900836104e-05,1
1169,1924,1,100,71.6,499378.8,5204.6,498821.3,384.6,226.6,157.9,67823.0,1117.1,16.47,126.1,Office,61806.0,6017.0,0.0,67823.0,7.362971263435708,1701978.4,88,5780464,1701978.4,25.094413399584212,0.005670642702328119,0.01647081373575336,1
1170,2013,1,100,69.2,5861988.0,62574.2,1808068.2,901.1,311.4,589.8,176668.0,0.0,0.0,147.8,Hotel,176668.0,0.0,0.0,176668.0,33.1808137297077,6355377.8,53,5979505,6355377.8,35.973565105169016,0.005100527543188353,0.0,2
1171,1913,1,100,73.7,1425100.0,17802.4,4469101.2,1500.9,75.7,1425.2,227685.0,9640.4,42.34,218.4,Office,227685.0,0.0,0.0,227685.0,6.259086017963415,15358094.8,79,3529871,15358094.8,67.4532569119617,0.006592002108175769,0.042340953510332256,1
1172,1998,1,100,104.9,2068400.0,20684.0,1759709.9,1227.7,109.9,1117.9,157500.0,0.0,0.0,198.0,Office,157500.0,0.0,0.0,157500.0,13.132698412698412,6004131.0,73,3126943,6004131.0,38.12146666666667,0.0077949206349206355,0.0,1
